config,model,query_id,P@10,R@10,F1@10,AP,RR,NDCG@10,num_relevant
stem,VSM,62,0.000000,0.000000,0.000000,0.013974,0.022222,0.000000,5.000000
stem,VSM,63,0.000000,0.000000,0.000000,0.017535,0.012658,0.000000,3.000000
stem,VSM,64,0.100000,0.500000,0.166667,0.558824,1.000000,0.772538,2.000000
stem,VSM,65,0.500000,0.333333,0.400000,0.376470,1.000000,0.557661,15.000000
stem,VSM,66,0.200000,0.400000,0.266667,0.128157,0.250000,0.339837,5.000000
stem,VSM,67,0.600000,0.428571,0.500000,0.550747,1.000000,0.619718,14.000000
stem,VSM,68,0.100000,0.200000,0.133333,0.070582,0.125000,0.171910,5.000000
stem,VSM,69,0.000000,0.000000,0.000000,0.016068,0.016667,0.000000,5.000000
stem,VSM,70,0.000000,0.000000,0.000000,0.040982,0.026316,0.000000,10.000000
stem,VSM,71,0.000000,0.000000,0.000000,0.036700,0.045455,0.000000,8.000000
stem,VSM,72,0.100000,0.058824,0.074074,0.064574,0.142857,0.111248,17.000000
stem,VSM,73,0.600000,0.300000,0.400000,0.332622,1.000000,0.666285,20.000000
stem,VSM,74,0.000000,0.000000,0.000000,0.068263,0.038462,0.000000,6.000000
stem,VSM,75,0.100000,0.200000,0.133333,0.054368,0.200000,0.090348,5.000000
stem,VSM,76,0.100000,0.142857,0.117647,0.204546,1.000000,0.172041,7.000000
stem,VSM,77,0.300000,0.500000,0.375000,0.313451,0.333333,0.149358,6.000000
stem,VSM,78,0.300000,1.000000,0.461538,0.588889,0.500000,0.587018,3.000000
stem,VSM,79,0.000000,0.000000,0.000000,0.060799,0.062500,0.000000,5.000000
stem,VSM,80,0.000000,0.000000,0.000000,0.012724,0.011364,0.000000,4.000000
stem,VSM,81,0.100000,0.500000,0.166667,0.238095,0.333333,0.479818,2.000000
stem,VSM,82,0.300000,0.600000,0.400000,0.479423,1.000000,0.614217,5.000000
stem,VSM,83,0.100000,0.250000,0.142857,0.069440,0.200000,0.151020,4.000000
stem,VSM,84,0.400000,0.363636,0.380952,0.316229,1.000000,0.253899,11.000000
stem,VSM,85,0.100000,0.250000,0.142857,0.134912,0.500000,0.085228,4.000000
stem,VSM,86,0.200000,1.000000,0.333333,0.392857,0.500000,0.591235,2.000000
stem,VSM,87,0.000000,0.000000,0.000000,0.014727,0.010204,0.000000,8.000000
stem,VSM,88,0.600000,1.000000,0.750000,0.841667,1.000000,0.947017,6.000000
stem,VSM,89,0.100000,0.166667,0.125000,0.179154,0.500000,0.313444,6.000000
stem,VSM,90,0.200000,0.153846,0.173913,0.152781,0.333333,0.058763,13.000000
stem,VSM,91,0.200000,0.222222,0.210526,0.156144,0.200000,0.205616,9.000000
stem,VSM,92,0.700000,0.538462,0.608696,0.617880,1.000000,0.328781,13.000000
stem,VSM,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
stem,VSM,94,0.500000,0.416667,0.454545,0.480053,1.000000,0.314166,12.000000
stem,VSM,95,0.100000,0.500000,0.166667,0.158824,0.200000,0.024749,2.000000
stem,VSM,96,0.600000,0.461538,0.521739,0.333707,0.500000,0.338340,13.000000
stem,VSM,97,0.300000,0.300000,0.300000,0.173710,0.333333,0.220563,10.000000
stem,VSM,98,0.000000,0.000000,0.000000,0.013170,0.015385,0.000000,5.000000
stem,VSM,99,0.200000,0.500000,0.285714,0.217397,0.500000,0.453246,4.000000
stem,VSM,100,0.300000,0.333333,0.315789,0.154170,0.200000,0.263739,9.000000
stem,VSM,101,0.500000,0.833333,0.625000,0.592063,1.000000,0.747760,6.000000
stem,VSM,102,0.200000,0.500000,0.285714,0.450543,1.000000,0.491868,4.000000
stem,VSM,103,0.000000,0.000000,0.000000,0.036883,0.071429,0.000000,2.000000
stem,VSM,104,0.200000,0.400000,0.266667,0.157433,0.250000,0.259122,5.000000
stem,VSM,105,0.300000,0.600000,0.400000,0.435090,1.000000,0.771041,5.000000
stem,VSM,106,0.200000,0.400000,0.266667,0.222655,0.333333,0.339065,5.000000
stem,VSM,107,0.300000,0.428571,0.352941,0.309759,0.500000,0.341352,7.000000
stem,VSM,108,0.600000,0.857143,0.705882,0.811139,1.000000,0.792504,7.000000
stem,VSM,109,0.000000,0.000000,0.000000,0.028657,0.018519,0.000000,5.000000
stem,VSM,110,0.100000,0.250000,0.142857,0.275097,1.000000,0.568298,4.000000
stem,VSM,111,0.400000,0.571429,0.470588,0.330641,0.200000,0.359345,7.000000
stem,VSM,112,0.100000,0.500000,0.166667,0.180751,0.333333,0.137706,2.000000
stem,VSM,113,0.200000,0.500000,0.285714,0.387262,1.000000,0.558508,4.000000
stem,VSM,114,0.100000,0.250000,0.142857,0.105695,0.333333,0.337708,4.000000
stem,VSM,115,0.000000,0.000000,0.000000,0.013237,0.029412,0.000000,4.000000
stem,VSM,116,0.100000,0.200000,0.133333,0.038711,0.111111,0.044993,5.000000
stem,VSM,117,0.000000,0.000000,0.000000,0.020282,0.015873,0.000000,2.000000
stem,VSM,118,0.100000,0.333333,0.153846,0.129630,0.111111,0.202757,3.000000
stem,VSM,119,0.100000,1.000000,0.181818,1.000000,1.000000,1.000000,1.000000
stem,VSM,120,0.500000,0.555556,0.526316,0.430460,0.500000,0.549497,9.000000
stem,VSM,121,0.400000,0.571429,0.470588,0.568147,1.000000,0.515631,7.000000
stem,VSM,122,0.200000,0.222222,0.210526,0.146768,0.250000,0.158599,9.000000
stem,VSM,123,0.000000,0.000000,0.000000,0.050481,0.062500,0.000000,2.000000
stem,VSM,124,0.000000,0.000000,0.000000,0.003138,0.003021,0.000000,4.000000
stem,VSM,125,0.400000,0.235294,0.296296,0.203204,0.333333,0.337301,17.000000
stem,VSM,126,0.200000,0.250000,0.222222,0.164649,0.500000,0.430617,8.000000
stem,VSM,127,0.100000,0.200000,0.133333,0.052889,0.200000,0.084502,5.000000
stem,VSM,128,0.000000,0.000000,0.000000,0.012530,0.020408,0.000000,2.000000
stem,VSM,129,0.500000,0.714286,0.588235,0.478148,0.500000,0.597374,7.000000
stem,VSM,130,0.300000,0.600000,0.400000,0.327679,0.333333,0.399004,5.000000
stem,VSM,131,0.100000,0.125000,0.111111,0.268914,0.125000,0.017769,8.000000
stem,VSM,132,0.700000,0.466667,0.560000,0.682867,0.500000,0.521643,15.000000
stem,VSM,133,0.100000,0.142857,0.117647,0.223227,0.142857,0.197746,7.000000
stem,VSM,134,0.100000,0.500000,0.166667,0.279412,0.500000,0.212845,2.000000
stem,VSM,135,0.400000,0.500000,0.444444,0.543336,1.000000,0.349121,8.000000
stem,VSM,136,0.100000,0.333333,0.153846,0.383810,1.000000,0.929891,3.000000
stem,VSM,137,0.200000,0.500000,0.285714,0.210360,0.250000,0.209895,4.000000
stem,VSM,138,0.100000,0.500000,0.166667,0.121277,0.200000,0.237198,2.000000
stem,VSM,139,0.000000,0.000000,0.000000,0.010053,0.011236,0.000000,4.000000
stem,VSM,140,0.200000,0.333333,0.250000,0.140818,0.500000,0.440688,6.000000
stem,VSM,141,0.100000,0.166667,0.125000,0.095009,0.166667,0.075086,6.000000
stem,VSM,142,0.100000,1.000000,0.181818,0.111111,0.111111,0.301030,1.000000
stem,VSM,143,0.100000,0.500000,0.166667,0.145833,0.166667,0.218407,2.000000
stem,VSM,144,0.400000,0.666667,0.500000,0.528968,1.000000,0.722845,6.000000
stem,VSM,145,0.400000,0.571429,0.470588,0.463537,1.000000,0.585944,7.000000
stem,VSM,146,0.200000,1.000000,0.333333,0.750000,1.000000,0.560011,2.000000
stem,VSM,147,0.200000,0.200000,0.200000,0.269657,1.000000,0.335234,10.000000
stem,VSM,148,0.300000,0.500000,0.375000,0.448602,1.000000,0.677152,6.000000
stem,VSM,149,0.300000,0.272727,0.285714,0.317552,1.000000,0.381134,11.000000
stem,VSM,150,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
stem,VSM,151,0.000000,0.000000,0.000000,0.026530,0.025000,0.000000,5.000000
stem,VSM,152,0.000000,0.000000,0.000000,0.011171,0.025641,0.000000,6.000000
stem,VSM,153,0.300000,0.428571,0.352941,0.256809,0.333333,0.258413,7.000000
stem,VSM,154,0.200000,1.000000,0.333333,0.416667,0.500000,0.493236,2.000000
stem,VSM,155,0.300000,0.500000,0.375000,0.438617,1.000000,0.236067,6.000000
stem,VSM,156,0.600000,0.428571,0.500000,0.485489,1.000000,0.322624,14.000000
stem,VSM,157,0.500000,0.128205,0.204082,0.336897,0.500000,0.215710,39.000000
stem,VSM,158,0.100000,0.125000,0.111111,0.121426,0.250000,0.201038,8.000000
stem,VSM,159,0.100000,0.125000,0.111111,0.070221,0.200000,0.036624,8.000000
stem,VSM,160,0.100000,0.200000,0.133333,0.122631,0.500000,0.262511,5.000000
stem,VSM,161,0.300000,0.500000,0.375000,0.520810,1.000000,0.744464,6.000000
stem,VSM,162,0.200000,0.250000,0.222222,0.156071,0.500000,0.117680,8.000000
stem,VSM,163,0.200000,0.666667,0.307692,0.186252,0.200000,0.348702,3.000000
stem,VSM,164,0.300000,0.375000,0.333333,0.302584,0.500000,0.426329,8.000000
stem,VSM,165,0.200000,1.000000,0.333333,0.366667,0.333333,0.543771,2.000000
stem,VSM,166,0.000000,0.000000,0.000000,0.018721,0.023256,0.000000,8.000000
stem,VSM,167,0.200000,1.000000,0.333333,0.225000,0.250000,0.436526,2.000000
stem,VSM,168,0.100000,0.500000,0.166667,0.138462,0.200000,0.237198,2.000000
stem,VSM,169,0.200000,0.500000,0.285714,0.153283,0.200000,0.268536,4.000000
stem,VSM,170,0.400000,0.666667,0.500000,0.579330,1.000000,0.747396,6.000000
stem,VSM,171,0.300000,1.000000,0.461538,0.305556,0.250000,0.484871,3.000000
stem,VSM,172,0.400000,1.000000,0.571429,0.770833,1.000000,0.881596,4.000000
stem,VSM,173,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
stem,VSM,174,0.200000,0.400000,0.266667,0.165637,0.500000,0.395283,5.000000
stem,VSM,175,0.200000,0.400000,0.266667,0.077527,0.111111,0.237817,5.000000
stem,VSM,176,0.000000,0.000000,0.000000,0.028033,0.020000,0.000000,7.000000
stem,VSM,177,0.500000,1.000000,0.666667,0.759524,1.000000,0.656602,5.000000
stem,VSM,178,0.200000,0.500000,0.285714,0.502003,1.000000,0.925746,4.000000
stem,VSM,179,0.200000,0.500000,0.285714,0.196217,0.333333,0.346210,4.000000
stem,VSM,180,0.300000,0.428571,0.352941,0.343878,0.500000,0.300826,7.000000
stem,VSM,181,0.100000,0.200000,0.133333,0.253128,1.000000,0.172721,5.000000
stem,VSM,182,0.200000,1.000000,0.333333,0.583333,0.500000,0.649031,2.000000
stem,VSM,183,0.800000,0.615385,0.695652,0.620431,1.000000,0.641555,13.000000
stem,VSM,184,0.200000,0.285714,0.235294,0.192399,0.333333,0.259634,7.000000
stem,VSM,185,0.600000,0.666667,0.631579,0.652844,1.000000,0.591794,9.000000
stem,VSM,186,0.300000,0.187500,0.230769,0.211059,1.000000,0.428385,16.000000
stem,VSM,187,0.200000,0.333333,0.250000,0.186152,0.500000,0.321837,6.000000
stem,VSM,188,0.400000,0.363636,0.380952,0.430327,1.000000,0.525276,11.000000
stem,VSM,189,0.100000,0.111111,0.105263,0.081844,0.125000,0.045752,9.000000
stem,VSM,190,0.400000,0.800000,0.533333,0.693478,1.000000,0.653279,5.000000
stem,VSM,191,0.400000,0.307692,0.347826,0.392657,0.333333,0.104373,13.000000
stem,VSM,192,0.300000,0.750000,0.428571,0.500443,0.500000,0.609620,4.000000
stem,VSM,193,0.600000,0.666667,0.631579,0.723488,1.000000,0.509788,9.000000
stem,VSM,194,0.000000,0.000000,0.000000,0.080081,0.076923,0.000000,6.000000
stem,VSM,195,0.000000,0.000000,0.000000,0.034285,0.038462,0.000000,3.000000
stem,VSM,196,0.300000,0.250000,0.272727,0.131043,0.333333,0.188944,12.000000
stem,VSM,197,0.200000,0.666667,0.307692,0.618056,1.000000,0.625434,3.000000
stem,VSM,198,0.200000,0.500000,0.285714,0.448207,1.000000,0.617868,4.000000
stem,VSM,199,0.200000,0.250000,0.222222,0.090099,0.111111,0.101436,8.000000
stem,VSM,200,0.100000,0.333333,0.153846,0.169195,0.333333,0.234639,3.000000
stem,VSM,201,0.400000,0.250000,0.307692,0.275508,1.000000,0.555539,16.000000
stem,VSM,202,0.300000,0.214286,0.250000,0.148171,0.250000,0.051346,14.000000
stem,VSM,203,0.100000,0.071429,0.083333,0.074607,0.333333,0.126908,14.000000
stem,VSM,204,0.000000,0.000000,0.000000,0.035293,0.083333,0.000000,14.000000
stem,VSM,205,0.100000,0.500000,0.166667,0.326923,0.500000,0.386853,2.000000
stem,VSM,206,0.200000,0.666667,0.307692,0.245785,0.333333,0.480623,3.000000
stem,VSM,207,0.200000,0.400000,0.266667,0.169996,0.333333,0.259607,5.000000
stem,VSM,208,0.400000,0.666667,0.500000,0.501190,0.500000,0.658768,6.000000
stem,VSM,209,0.100000,0.083333,0.090909,0.076870,0.125000,0.017198,12.000000
stem,VSM,210,0.200000,0.333333,0.250000,0.335870,1.000000,0.643862,6.000000
stem,VSM,211,0.100000,0.090909,0.095238,0.200527,1.000000,0.058948,11.000000
stem,VSM,212,0.500000,0.357143,0.416667,0.466687,1.000000,0.545809,14.000000
stem,VSM,213,0.500000,0.454545,0.476190,0.409311,0.500000,0.490758,11.000000
stem,VSM,214,0.100000,0.250000,0.142857,0.169449,0.500000,0.246302,4.000000
stem,VSM,215,0.000000,0.000000,0.000000,0.035840,0.052632,0.000000,2.000000
stem,VSM,216,0.000000,0.000000,0.000000,0.001536,0.001536,0.000000,1.000000
stem,VSM,217,0.500000,0.333333,0.400000,0.275606,0.500000,0.421753,15.000000
stem,VSM,218,0.100000,0.066667,0.080000,0.123339,0.200000,0.029605,15.000000
stem,VSM,219,0.000000,0.000000,0.000000,0.034638,0.025000,0.000000,18.000000
stem,VSM,220,0.000000,0.000000,0.000000,0.075545,0.055556,0.000000,19.000000
stem,VSM,221,0.100000,0.055556,0.071429,0.105326,0.250000,0.058319,18.000000
stem,VSM,222,0.500000,0.555556,0.526316,0.607844,1.000000,0.639038,9.000000
stem,VSM,223,0.200000,0.500000,0.285714,0.208349,0.250000,0.298254,4.000000
stem,VSM,224,0.000000,0.000000,0.000000,0.070100,0.055556,0.000000,8.000000
stem,VSM,225,0.200000,0.083333,0.117647,0.059801,0.333333,0.085168,24.000000
stem,BM25,1,0.400000,0.142857,0.210526,0.215639,1.000000,0.288311,28.000000
stem,BM25,2,0.400000,0.166667,0.235294,0.223272,1.000000,0.638372,24.000000
stem,BM25,3,0.600000,0.750000,0.666667,0.574466,0.500000,0.653306,8.000000
stem,BM25,4,0.100000,0.500000,0.166667,0.529412,1.000000,0.613147,2.000000
stem,BM25,5,0.300000,0.750000,0.428571,0.327564,0.333333,0.463968,4.000000
stem,BM25,6,0.100000,0.250000,0.142857,0.158571,0.500000,0.161987,4.000000
stem,BM25,7,0.200000,0.400000,0.266667,0.144732,0.250000,0.195553,5.000000
stem,BM25,8,0.100000,0.090909,0.095238,0.156805,1.000000,0.306046,11.000000
stem,BM25,9,0.300000,1.000000,0.461538,0.916667,1.000000,0.967468,3.000000
stem,BM25,10,0.100000,0.125000,0.111111,0.144439,0.500000,0.102958,8.000000
stem,BM25,11,0.200000,0.285714,0.235294,0.149557,0.250000,0.181831,7.000000
stem,BM25,12,0.200000,0.400000,0.266667,0.211264,0.500000,0.260546,5.000000
stem,BM25,13,0.000000,0.000000,0.000000,0.002947,0.002398,0.000000,4.000000
stem,BM25,14,0.100000,0.500000,0.166667,0.583333,1.000000,0.959636,2.000000
stem,BM25,15,0.200000,1.000000,0.333333,1.000000,1.000000,0.737826,2.000000
stem,BM25,16,0.200000,0.666667,0.307692,0.234880,0.333333,0.384252,3.000000
stem,BM25,17,0.100000,0.500000,0.166667,0.061905,0.100000,0.227539,2.000000
stem,BM25,18,0.100000,0.333333,0.153846,0.358371,1.000000,0.469279,3.000000
stem,BM25,19,0.100000,0.111111,0.105263,0.048469,0.111111,0.045032,9.000000
stem,BM25,20,0.400000,0.444444,0.421053,0.477456,0.500000,0.457977,9.000000
stem,BM25,21,0.000000,0.000000,0.000000,0.042648,0.052632,0.000000,4.000000
stem,BM25,22,0.000000,0.000000,0.000000,0.001567,0.001567,0.000000,1.000000
stem,BM25,23,0.300000,0.093750,0.142857,0.132669,0.333333,0.233429,32.000000
stem,BM25,24,0.200000,0.666667,0.307692,0.330303,0.500000,0.551579,3.000000
stem,BM25,25,0.600000,0.666667,0.631579,0.688461,1.000000,0.701134,9.000000
stem,BM25,26,0.200000,0.333333,0.250000,0.229672,0.500000,0.468875,6.000000
stem,BM25,27,0.100000,0.333333,0.153846,0.129211,0.200000,0.111670,3.000000
stem,BM25,28,0.000000,0.000000,0.000000,0.003982,0.003086,0.000000,2.000000
stem,BM25,29,0.500000,0.555556,0.526316,0.498258,1.000000,0.537141,9.000000
stem,BM25,30,0.100000,0.142857,0.117647,0.083978,0.166667,0.132835,7.000000
stem,BM25,31,0.000000,0.000000,0.000000,0.000819,0.000819,0.000000,1.000000
stem,BM25,32,0.200000,0.333333,0.250000,0.107584,0.250000,0.063316,6.000000
stem,BM25,33,0.300000,1.000000,0.461538,0.638889,0.500000,0.634729,3.000000
stem,BM25,34,0.200000,0.333333,0.250000,0.273629,0.500000,0.135138,6.000000
stem,BM25,35,0.000000,0.000000,0.000000,0.015163,0.022727,0.000000,3.000000
stem,BM25,36,0.100000,0.500000,0.166667,0.252331,0.500000,0.212845,2.000000
stem,BM25,37,0.000000,0.000000,0.000000,0.050952,0.033333,0.000000,9.000000
stem,BM25,38,0.000000,0.000000,0.000000,0.060864,0.055556,0.000000,10.000000
stem,BM25,39,0.300000,0.230769,0.260870,0.123622,0.250000,0.183883,13.000000
stem,BM25,40,0.200000,0.166667,0.181818,0.081683,0.250000,0.081328,12.000000
stem,BM25,41,0.300000,1.000000,0.461538,0.777778,1.000000,0.855815,3.000000
stem,BM25,42,0.300000,0.600000,0.400000,0.178429,0.166667,0.367790,5.000000
stem,BM25,43,0.500000,0.833333,0.625000,0.692295,1.000000,0.887114,6.000000
stem,BM25,44,0.000000,0.000000,0.000000,0.002408,0.001414,0.000000,3.000000
stem,BM25,45,0.200000,0.166667,0.181818,0.198766,1.000000,0.394276,12.000000
stem,BM25,46,0.400000,0.266667,0.320000,0.365955,1.000000,0.561719,15.000000
stem,BM25,47,0.500000,0.357143,0.416667,0.373734,0.250000,0.405370,14.000000
stem,BM25,48,0.300000,0.272727,0.285714,0.188053,0.500000,0.374732,11.000000
stem,BM25,49,0.100000,0.500000,0.166667,0.103741,0.166667,0.294311,2.000000
stem,BM25,50,0.100000,0.166667,0.125000,0.100194,0.500000,0.337389,6.000000
stem,BM25,51,0.500000,0.500000,0.500000,0.438166,1.000000,0.445535,10.000000
stem,BM25,52,0.300000,0.750000,0.428571,0.490909,0.500000,0.413994,4.000000
stem,BM25,53,0.100000,0.100000,0.100000,0.241940,1.000000,0.128116,10.000000
stem,BM25,54,0.100000,0.111111,0.105263,0.150548,0.500000,0.284377,9.000000
stem,BM25,55,0.300000,0.300000,0.300000,0.329716,1.000000,0.160327,10.000000
stem,BM25,56,0.200000,0.200000,0.200000,0.173829,0.500000,0.166408,10.000000
stem,BM25,57,0.100000,0.071429,0.083333,0.070410,0.142857,0.170730,14.000000
stem,BM25,58,0.100000,0.111111,0.105263,0.138641,0.200000,0.202424,9.000000
stem,BM25,59,0.200000,0.500000,0.285714,0.115516,0.142857,0.166575,4.000000
stem,BM25,60,0.300000,0.600000,0.400000,0.421199,1.000000,0.401353,5.000000
stem,BM25,61,0.200000,0.400000,0.266667,0.515815,1.000000,0.508140,5.000000
stem,BM25,62,0.000000,0.000000,0.000000,0.020501,0.047619,0.000000,5.000000
stem,BM25,63,0.000000,0.000000,0.000000,0.022658,0.020833,0.000000,3.000000
stem,BM25,64,0.100000,0.500000,0.166667,0.507143,1.000000,0.772538,2.000000
stem,BM25,65,0.400000,0.266667,0.320000,0.192896,0.500000,0.345224,15.000000
stem,BM25,66,0.100000,0.200000,0.133333,0.084586,0.142857,0.151820,5.000000
stem,BM25,67,0.600000,0.428571,0.500000,0.406441,1.000000,0.650500,14.000000
stem,BM25,68,0.100000,0.200000,0.133333,0.066476,0.200000,0.210813,5.000000
stem,BM25,69,0.000000,0.000000,0.000000,0.036859,0.071429,0.000000,5.000000
stem,BM25,70,0.100000,0.100000,0.100000,0.086165,0.200000,0.086519,10.000000
stem,BM25,71,0.100000,0.125000,0.111111,0.056726,0.166667,0.138698,8.000000
stem,BM25,72,0.100000,0.058824,0.074074,0.051542,0.250000,0.143735,17.000000
stem,BM25,73,0.700000,0.350000,0.466667,0.354545,1.000000,0.689746,20.000000
stem,BM25,74,0.100000,0.166667,0.125000,0.125371,0.142857,0.165599,6.000000
stem,BM25,75,0.000000,0.000000,0.000000,0.027025,0.062500,0.000000,5.000000
stem,BM25,76,0.300000,0.428571,0.352941,0.232567,0.500000,0.358991,7.000000
stem,BM25,77,0.300000,0.500000,0.375000,0.295300,0.500000,0.169534,6.000000
stem,BM25,78,0.300000,1.000000,0.461538,0.698413,1.000000,0.721654,3.000000
stem,BM25,79,0.100000,0.200000,0.133333,0.054222,0.166667,0.172072,5.000000
stem,BM25,80,0.000000,0.000000,0.000000,0.010707,0.017241,0.000000,4.000000
stem,BM25,81,0.200000,1.000000,0.333333,1.000000,1.000000,0.669439,2.000000
stem,BM25,82,0.200000,0.400000,0.266667,0.256485,0.500000,0.371430,5.000000
stem,BM25,83,0.100000,0.250000,0.142857,0.100196,0.250000,0.168128,4.000000
stem,BM25,84,0.400000,0.363636,0.380952,0.434624,1.000000,0.285807,11.000000
stem,BM25,85,0.100000,0.250000,0.142857,0.135437,0.500000,0.085228,4.000000
stem,BM25,86,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
stem,BM25,87,0.000000,0.000000,0.000000,0.012082,0.016393,0.000000,8.000000
stem,BM25,88,0.600000,1.000000,0.750000,0.696825,0.500000,0.756391,6.000000
stem,BM25,89,0.100000,0.166667,0.125000,0.216645,0.500000,0.313444,6.000000
stem,BM25,90,0.300000,0.230769,0.260870,0.217197,0.500000,0.159431,13.000000
stem,BM25,91,0.500000,0.555556,0.526316,0.362500,1.000000,0.598512,9.000000
stem,BM25,92,0.600000,0.461538,0.521739,0.538056,1.000000,0.239051,13.000000
stem,BM25,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
stem,BM25,94,0.600000,0.500000,0.545455,0.575370,1.000000,0.321964,12.000000
stem,BM25,95,0.200000,1.000000,0.333333,0.392857,0.500000,0.360243,2.000000
stem,BM25,96,0.600000,0.461538,0.521739,0.443300,0.500000,0.453732,13.000000
stem,BM25,97,0.300000,0.300000,0.300000,0.194350,0.500000,0.260359,10.000000
stem,BM25,98,0.000000,0.000000,0.000000,0.020407,0.050000,0.000000,5.000000
stem,BM25,99,0.200000,0.500000,0.285714,0.177964,0.333333,0.421820,4.000000
stem,BM25,100,0.300000,0.333333,0.315789,0.276977,1.000000,0.495573,9.000000
stem,BM25,101,0.500000,0.833333,0.625000,0.665675,1.000000,0.770309,6.000000
stem,BM25,102,0.200000,0.500000,0.285714,0.335236,1.000000,0.343651,4.000000
stem,BM25,103,0.000000,0.000000,0.000000,0.027508,0.052632,0.000000,2.000000
stem,BM25,104,0.100000,0.200000,0.133333,0.115196,0.250000,0.146068,5.000000
stem,BM25,105,0.300000,0.600000,0.400000,0.425579,0.500000,0.570575,5.000000
stem,BM25,106,0.300000,0.600000,0.400000,0.442663,1.000000,0.752046,5.000000
stem,BM25,107,0.400000,0.571429,0.470588,0.316364,0.500000,0.392798,7.000000
stem,BM25,108,0.500000,0.714286,0.588235,0.782993,1.000000,0.836884,7.000000
stem,BM25,109,0.000000,0.000000,0.000000,0.038385,0.025641,0.000000,5.000000
stem,BM25,110,0.100000,0.250000,0.142857,0.110073,0.333333,0.284149,4.000000
stem,BM25,111,0.300000,0.428571,0.352941,0.291065,0.500000,0.201042,7.000000
stem,BM25,112,0.100000,0.500000,0.166667,0.290000,0.500000,0.173765,2.000000
stem,BM25,113,0.100000,0.250000,0.142857,0.148472,0.333333,0.195190,4.000000
stem,BM25,114,0.100000,0.250000,0.142857,0.059244,0.100000,0.195239,4.000000
stem,BM25,115,0.100000,0.250000,0.142857,0.075218,0.250000,0.225871,4.000000
stem,BM25,116,0.100000,0.200000,0.133333,0.062500,0.250000,0.064371,5.000000
stem,BM25,117,0.000000,0.000000,0.000000,0.030303,0.030303,0.000000,2.000000
stem,BM25,118,0.200000,0.666667,0.307692,0.226012,0.250000,0.401749,3.000000
stem,BM25,119,0.100000,1.000000,0.181818,1.000000,1.000000,1.000000,1.000000
stem,BM25,120,0.300000,0.333333,0.315789,0.383697,0.500000,0.393594,9.000000
stem,BM25,121,0.400000,0.571429,0.470588,0.487013,0.500000,0.503476,7.000000
stem,BM25,122,0.100000,0.111111,0.105263,0.106246,0.142857,0.015790,9.000000
stem,BM25,123,0.000000,0.000000,0.000000,0.047619,0.047619,0.000000,2.000000
stem,BM25,124,0.000000,0.000000,0.000000,0.003060,0.003289,0.000000,4.000000
stem,BM25,125,0.300000,0.176471,0.222222,0.279448,1.000000,0.417439,17.000000
stem,BM25,126,0.200000,0.250000,0.222222,0.222609,1.000000,0.571145,8.000000
stem,BM25,127,0.100000,0.200000,0.133333,0.098281,0.250000,0.094075,5.000000
stem,BM25,128,0.000000,0.000000,0.000000,0.023205,0.040000,0.000000,2.000000
stem,BM25,129,0.400000,0.571429,0.470588,0.418812,0.500000,0.543526,7.000000
stem,BM25,130,0.400000,0.800000,0.533333,0.570952,1.000000,0.674216,5.000000
stem,BM25,131,0.200000,0.250000,0.222222,0.307115,0.166667,0.073373,8.000000
stem,BM25,132,0.700000,0.466667,0.560000,0.682129,1.000000,0.320480,15.000000
stem,BM25,133,0.200000,0.285714,0.235294,0.266128,0.200000,0.312835,7.000000
stem,BM25,134,0.100000,0.500000,0.166667,0.277027,0.500000,0.212845,2.000000
stem,BM25,135,0.600000,0.750000,0.666667,0.638194,1.000000,0.392718,8.000000
stem,BM25,136,0.100000,0.333333,0.153846,0.411181,1.000000,0.929891,3.000000
stem,BM25,137,0.200000,0.500000,0.285714,0.224826,0.500000,0.242981,4.000000
stem,BM25,138,0.100000,0.500000,0.166667,0.137037,0.200000,0.237198,2.000000
stem,BM25,139,0.000000,0.000000,0.000000,0.007947,0.012048,0.000000,4.000000
stem,BM25,140,0.200000,0.333333,0.250000,0.173035,0.500000,0.481270,6.000000
stem,BM25,141,0.200000,0.333333,0.250000,0.134395,0.250000,0.233279,6.000000
stem,BM25,142,0.000000,0.000000,0.000000,0.083333,0.083333,0.000000,1.000000
stem,BM25,143,0.200000,1.000000,0.333333,0.611111,1.000000,0.797723,2.000000
stem,BM25,144,0.300000,0.500000,0.375000,0.371115,0.500000,0.345441,6.000000
stem,BM25,145,0.400000,0.571429,0.470588,0.295223,0.500000,0.496626,7.000000
stem,BM25,146,0.200000,1.000000,0.333333,0.583333,0.500000,0.556024,2.000000
stem,BM25,147,0.300000,0.300000,0.300000,0.256337,0.500000,0.340343,10.000000
stem,BM25,148,0.200000,0.333333,0.250000,0.210152,0.500000,0.403046,6.000000
stem,BM25,149,0.300000,0.272727,0.285714,0.291483,1.000000,0.364744,11.000000
stem,BM25,150,0.200000,1.000000,0.333333,0.833333,1.000000,0.919721,2.000000
stem,BM25,151,0.000000,0.000000,0.000000,0.030309,0.040000,0.000000,5.000000
stem,BM25,152,0.000000,0.000000,0.000000,0.012613,0.026316,0.000000,6.000000
stem,BM25,153,0.300000,0.428571,0.352941,0.314829,0.500000,0.292380,7.000000
