config,model,query_id,P@10,R@10,F1@10,AP,RR,NDCG@10,num_relevant
none,VSM,1,0.500000,0.178571,0.263158,0.214773,1.000000,0.347210,28.000000
none,VSM,2,0.400000,0.166667,0.235294,0.184510,1.000000,0.634342,24.000000
none,VSM,3,0.500000,0.625000,0.555556,0.595038,1.000000,0.699114,8.000000
none,VSM,4,0.100000,0.500000,0.166667,0.590909,1.000000,0.613147,2.000000
none,VSM,5,0.100000,0.250000,0.142857,0.095556,0.125000,0.173612,4.000000
none,VSM,6,0.100000,0.250000,0.142857,0.076693,0.250000,0.110573,4.000000
none,VSM,7,0.200000,0.400000,0.266667,0.138132,0.250000,0.195553,5.000000
none,VSM,8,0.100000,0.090909,0.095238,0.069714,0.142857,0.102015,11.000000
none,VSM,9,0.300000,1.000000,0.461538,0.700000,1.000000,0.852928,3.000000
none,VSM,10,0.200000,0.250000,0.222222,0.095003,0.200000,0.201694,8.000000
none,VSM,11,0.100000,0.142857,0.117647,0.139127,0.500000,0.072014,7.000000
none,VSM,12,0.200000,0.400000,0.266667,0.212488,0.250000,0.184023,5.000000
none,VSM,13,0.000000,0.000000,0.000000,0.003489,0.003861,0.000000,4.000000
none,VSM,14,0.200000,1.000000,0.333333,0.666667,1.000000,0.982424,2.000000
none,VSM,15,0.200000,1.000000,0.333333,0.833333,1.000000,0.621567,2.000000
none,VSM,16,0.100000,0.333333,0.153846,0.187292,0.500000,0.182125,3.000000
none,VSM,17,0.100000,0.500000,0.166667,0.521277,1.000000,0.787155,2.000000
none,VSM,18,0.100000,0.333333,0.153846,0.193518,0.500000,0.296082,3.000000
none,VSM,19,0.100000,0.111111,0.105263,0.032979,0.142857,0.049865,9.000000
none,VSM,20,0.500000,0.555556,0.526316,0.486040,0.500000,0.482546,9.000000
none,VSM,21,0.100000,0.250000,0.142857,0.151641,0.333333,0.309808,4.000000
none,VSM,22,0.000000,0.000000,0.000000,0.001799,0.001799,0.000000,1.000000
none,VSM,23,0.200000,0.062500,0.095238,0.115388,0.500000,0.257983,32.000000
none,VSM,24,0.200000,0.666667,0.307692,0.557860,1.000000,0.812913,3.000000
none,VSM,25,0.400000,0.444444,0.421053,0.469682,1.000000,0.415272,9.000000
none,VSM,26,0.200000,0.333333,0.250000,0.153836,0.250000,0.326236,6.000000
none,VSM,27,0.100000,0.333333,0.153846,0.106164,0.125000,0.212479,3.000000
none,VSM,28,0.000000,0.000000,0.000000,0.001855,0.001838,0.000000,2.000000
none,VSM,29,0.500000,0.555556,0.526316,0.513214,1.000000,0.554754,9.000000
none,VSM,30,0.100000,0.142857,0.117647,0.062518,0.125000,0.050418,7.000000
none,VSM,31,0.000000,0.000000,0.000000,0.000909,0.000909,0.000000,1.000000
none,VSM,32,0.100000,0.166667,0.125000,0.038984,0.111111,0.024222,6.000000
none,VSM,33,0.300000,1.000000,0.461538,0.588889,0.500000,0.700870,3.000000
none,VSM,34,0.000000,0.000000,0.000000,0.123324,0.090909,0.000000,6.000000
none,VSM,35,0.000000,0.000000,0.000000,0.028023,0.041667,0.000000,3.000000
none,VSM,36,0.000000,0.000000,0.000000,0.024566,0.045455,0.000000,2.000000
none,VSM,37,0.100000,0.111111,0.105263,0.136276,0.111111,0.046823,9.000000
none,VSM,38,0.000000,0.000000,0.000000,0.045915,0.037037,0.000000,10.000000
none,VSM,39,0.300000,0.230769,0.260870,0.182616,1.000000,0.126003,13.000000
none,VSM,40,0.000000,0.000000,0.000000,0.023417,0.018182,0.000000,12.000000
none,VSM,41,0.300000,1.000000,0.461538,0.791667,1.000000,0.863558,3.000000
none,VSM,42,0.200000,0.400000,0.266667,0.126792,0.166667,0.281813,5.000000
none,VSM,43,0.500000,0.833333,0.625000,0.509712,1.000000,0.789157,6.000000
none,VSM,44,0.000000,0.000000,0.000000,0.002445,0.001464,0.000000,3.000000
none,VSM,45,0.100000,0.083333,0.090909,0.126715,0.500000,0.219134,12.000000
none,VSM,46,0.300000,0.200000,0.240000,0.253426,1.000000,0.481461,15.000000
none,VSM,47,0.400000,0.285714,0.333333,0.244041,0.250000,0.295143,14.000000
none,VSM,48,0.200000,0.181818,0.190476,0.183565,1.000000,0.268505,11.000000
none,VSM,49,0.100000,0.500000,0.166667,0.284483,0.500000,0.521296,2.000000
none,VSM,50,0.100000,0.166667,0.125000,0.067450,0.333333,0.267375,6.000000
none,VSM,51,0.400000,0.400000,0.400000,0.346679,1.000000,0.243321,10.000000
none,VSM,52,0.300000,0.750000,0.428571,0.518590,0.500000,0.445613,4.000000
none,VSM,53,0.200000,0.200000,0.200000,0.263651,1.000000,0.183293,10.000000
none,VSM,54,0.100000,0.111111,0.105263,0.084814,0.125000,0.142188,9.000000
none,VSM,55,0.300000,0.300000,0.300000,0.172014,0.500000,0.224179,10.000000
none,VSM,56,0.000000,0.000000,0.000000,0.088841,0.083333,0.000000,10.000000
none,VSM,57,0.000000,0.000000,0.000000,0.058550,0.083333,0.000000,14.000000
none,VSM,58,0.200000,0.222222,0.210526,0.120635,0.200000,0.282305,9.000000
none,VSM,59,0.100000,0.250000,0.142857,0.058909,0.142857,0.085581,4.000000
none,VSM,60,0.200000,0.400000,0.266667,0.471201,1.000000,0.323892,5.000000
none,VSM,61,0.200000,0.400000,0.266667,0.175245,0.333333,0.313018,5.000000
none,VSM,62,0.000000,0.000000,0.000000,0.018999,0.038462,0.000000,5.000000
none,VSM,63,0.000000,0.000000,0.000000,0.004956,0.003597,0.000000,3.000000
none,VSM,64,0.100000,0.500000,0.166667,0.545455,1.000000,0.772538,2.000000
none,VSM,65,0.500000,0.333333,0.400000,0.299632,1.000000,0.505596,15.000000
none,VSM,66,0.200000,0.400000,0.266667,0.165812,0.250000,0.372351,5.000000
none,VSM,67,0.600000,0.428571,0.500000,0.596800,1.000000,0.602147,14.000000
none,VSM,68,0.200000,0.400000,0.266667,0.123654,0.333333,0.339982,5.000000
none,VSM,69,0.000000,0.000000,0.000000,0.020801,0.017544,0.000000,5.000000
none,VSM,70,0.000000,0.000000,0.000000,0.051908,0.047619,0.000000,10.000000
none,VSM,71,0.000000,0.000000,0.000000,0.037113,0.047619,0.000000,8.000000
none,VSM,72,0.000000,0.000000,0.000000,0.028567,0.041667,0.000000,17.000000
none,VSM,73,0.500000,0.250000,0.333333,0.304622,1.000000,0.566187,20.000000
none,VSM,74,0.000000,0.000000,0.000000,0.053210,0.062500,0.000000,6.000000
none,VSM,75,0.100000,0.200000,0.133333,0.135825,0.500000,0.147352,5.000000
none,VSM,76,0.100000,0.142857,0.117647,0.120929,0.500000,0.108546,7.000000
none,VSM,77,0.300000,0.500000,0.375000,0.439203,1.000000,0.187743,6.000000
none,VSM,78,0.300000,1.000000,0.461538,0.588889,0.500000,0.587018,3.000000
none,VSM,79,0.100000,0.200000,0.133333,0.099916,0.333333,0.241534,5.000000
none,VSM,80,0.000000,0.000000,0.000000,0.022547,0.030303,0.000000,4.000000
none,VSM,81,0.100000,0.500000,0.166667,0.097619,0.100000,0.277397,2.000000
none,VSM,82,0.300000,0.600000,0.400000,0.577420,1.000000,0.678716,5.000000
none,VSM,83,0.100000,0.250000,0.142857,0.058001,0.166667,0.139056,4.000000
none,VSM,84,0.200000,0.181818,0.190476,0.096894,0.166667,0.102024,11.000000
none,VSM,85,0.100000,0.250000,0.142857,0.073614,0.250000,0.058177,4.000000
none,VSM,86,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
none,VSM,87,0.000000,0.000000,0.000000,0.010059,0.008475,0.000000,8.000000
none,VSM,88,0.600000,1.000000,0.750000,0.813492,1.000000,0.775365,6.000000
none,VSM,89,0.100000,0.166667,0.125000,0.291019,1.000000,0.496798,6.000000
none,VSM,90,0.400000,0.307692,0.347826,0.234442,0.500000,0.161666,13.000000
none,VSM,91,0.100000,0.111111,0.105263,0.140637,0.142857,0.134196,9.000000
none,VSM,92,0.600000,0.461538,0.521739,0.549715,1.000000,0.265406,13.000000
none,VSM,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
none,VSM,94,0.500000,0.416667,0.454545,0.459555,1.000000,0.295775,12.000000
none,VSM,95,0.100000,0.500000,0.166667,0.166667,0.200000,0.024749,2.000000
none,VSM,96,0.500000,0.384615,0.434783,0.327811,0.500000,0.258651,13.000000
none,VSM,97,0.200000,0.200000,0.200000,0.143000,1.000000,0.282018,10.000000
none,VSM,98,0.000000,0.000000,0.000000,0.009183,0.017241,0.000000,5.000000
none,VSM,99,0.200000,0.500000,0.285714,0.168158,0.333333,0.307364,4.000000
none,VSM,100,0.200000,0.222222,0.210526,0.156550,0.250000,0.248706,9.000000
none,VSM,101,0.500000,0.833333,0.625000,0.504070,0.500000,0.610753,6.000000
none,VSM,102,0.200000,0.500000,0.285714,0.348015,1.000000,0.352058,4.000000
none,VSM,103,0.000000,0.000000,0.000000,0.039594,0.076923,0.000000,2.000000
none,VSM,104,0.200000,0.400000,0.266667,0.209337,0.250000,0.277273,5.000000
none,VSM,105,0.200000,0.400000,0.266667,0.376733,1.000000,0.707291,5.000000
none,VSM,106,0.100000,0.200000,0.133333,0.113438,0.111111,0.080559,5.000000
none,VSM,107,0.200000,0.285714,0.235294,0.349441,1.000000,0.354369,7.000000
none,VSM,108,0.600000,0.857143,0.705882,0.908163,1.000000,0.755293,7.000000
none,VSM,109,0.000000,0.000000,0.000000,0.020584,0.034483,0.000000,5.000000
none,VSM,110,0.000000,0.000000,0.000000,0.015223,0.012987,0.000000,4.000000
none,VSM,111,0.300000,0.428571,0.352941,0.257262,0.200000,0.296412,7.000000
none,VSM,112,0.100000,0.500000,0.166667,0.191667,0.333333,0.137706,2.000000
none,VSM,113,0.200000,0.500000,0.285714,0.514374,1.000000,0.636682,4.000000
none,VSM,114,0.000000,0.000000,0.000000,0.055700,0.076923,0.000000,4.000000
none,VSM,115,0.000000,0.000000,0.000000,0.018993,0.018519,0.000000,4.000000
none,VSM,116,0.100000,0.200000,0.133333,0.053686,0.166667,0.053240,5.000000
none,VSM,117,0.000000,0.000000,0.000000,0.024604,0.016949,0.000000,2.000000
none,VSM,118,0.100000,0.333333,0.153846,0.122619,0.100000,0.083442,3.000000
none,VSM,119,0.100000,1.000000,0.181818,0.250000,0.250000,0.430677,1.000000
none,VSM,120,0.400000,0.444444,0.421053,0.383733,0.500000,0.514443,9.000000
none,VSM,121,0.400000,0.571429,0.470588,0.494522,1.000000,0.474075,7.000000
none,VSM,122,0.200000,0.222222,0.210526,0.168115,0.200000,0.142537,9.000000
none,VSM,123,0.000000,0.000000,0.000000,0.035152,0.040000,0.000000,2.000000
none,VSM,124,0.000000,0.000000,0.000000,0.003442,0.004405,0.000000,4.000000
none,VSM,125,0.200000,0.117647,0.148148,0.148232,0.166667,0.171351,17.000000
none,VSM,126,0.200000,0.250000,0.222222,0.225258,1.000000,0.571145,8.000000
none,VSM,127,0.100000,0.200000,0.133333,0.062469,0.250000,0.094075,5.000000
none,VSM,128,0.000000,0.000000,0.000000,0.012804,0.016129,0.000000,2.000000
none,VSM,129,0.400000,0.571429,0.470588,0.459113,0.500000,0.543526,7.000000
none,VSM,130,0.300000,0.600000,0.400000,0.421067,1.000000,0.498175,5.000000
none,VSM,131,0.100000,0.125000,0.111111,0.240483,0.250000,0.169814,8.000000
none,VSM,132,0.700000,0.466667,0.560000,0.627211,0.500000,0.519914,15.000000
none,VSM,133,0.100000,0.142857,0.117647,0.219848,0.142857,0.197746,7.000000
none,VSM,134,0.000000,0.000000,0.000000,0.059524,0.047619,0.000000,2.000000
none,VSM,135,0.300000,0.375000,0.333333,0.470698,1.000000,0.099650,8.000000
none,VSM,136,0.100000,0.333333,0.153846,0.219335,0.500000,0.586696,3.000000
none,VSM,137,0.200000,0.500000,0.285714,0.162822,0.250000,0.196154,4.000000
none,VSM,138,0.000000,0.000000,0.000000,0.050000,0.090909,0.000000,2.000000
none,VSM,139,0.000000,0.000000,0.000000,0.006150,0.003846,0.000000,4.000000
none,VSM,140,0.100000,0.166667,0.125000,0.112723,0.500000,0.298343,6.000000
none,VSM,141,0.200000,0.333333,0.250000,0.235959,1.000000,0.515155,6.000000
none,VSM,142,0.000000,0.000000,0.000000,0.001277,0.001277,0.000000,1.000000
none,VSM,143,0.100000,0.500000,0.166667,0.100000,0.142857,0.204382,2.000000
none,VSM,144,0.500000,0.833333,0.625000,0.746429,1.000000,0.817999,6.000000
none,VSM,145,0.400000,0.571429,0.470588,0.489792,1.000000,0.596411,7.000000
none,VSM,146,0.200000,1.000000,0.333333,0.611111,1.000000,0.444891,2.000000
none,VSM,147,0.300000,0.300000,0.300000,0.292129,1.000000,0.425880,10.000000
none,VSM,148,0.300000,0.500000,0.375000,0.438753,1.000000,0.668174,6.000000
none,VSM,149,0.400000,0.363636,0.380952,0.331086,1.000000,0.447932,11.000000
none,VSM,150,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
none,VSM,151,0.000000,0.000000,0.000000,0.015873,0.013514,0.000000,5.000000
none,VSM,152,0.100000,0.166667,0.125000,0.035574,0.166667,0.252015,6.000000
none,VSM,153,0.400000,0.571429,0.470588,0.245251,0.333333,0.352392,7.000000
none,VSM,154,0.200000,1.000000,0.333333,0.392857,0.500000,0.475230,2.000000
none,VSM,155,0.300000,0.500000,0.375000,0.411418,1.000000,0.251388,6.000000
none,VSM,156,0.600000,0.428571,0.500000,0.494263,1.000000,0.315167,14.000000
none,VSM,157,0.500000,0.128205,0.204082,0.290094,0.333333,0.259877,39.000000
none,VSM,158,0.100000,0.125000,0.111111,0.101646,0.250000,0.201038,8.000000
none,VSM,159,0.000000,0.000000,0.000000,0.037026,0.083333,0.000000,8.000000
none,VSM,160,0.100000,0.200000,0.133333,0.058780,0.166667,0.148207,5.000000
none,VSM,161,0.300000,0.500000,0.375000,0.447437,1.000000,0.789438,6.000000
none,VSM,162,0.300000,0.375000,0.333333,0.268585,1.000000,0.233792,8.000000
none,VSM,163,0.200000,0.666667,0.307692,0.223423,0.250000,0.383649,3.000000
none,VSM,164,0.300000,0.375000,0.333333,0.308162,0.500000,0.435849,8.000000
none,VSM,165,0.200000,1.000000,0.333333,0.309524,0.333333,0.510956,2.000000
none,VSM,166,0.000000,0.000000,0.000000,0.015676,0.032258,0.000000,8.000000
none,VSM,167,0.100000,0.500000,0.166667,0.107955,0.125000,0.248320,2.000000
none,VSM,168,0.100000,0.500000,0.166667,0.101248,0.200000,0.237198,2.000000
none,VSM,169,0.200000,0.500000,0.285714,0.188803,0.333333,0.346210,4.000000
none,VSM,170,0.500000,0.833333,0.625000,0.696378,1.000000,0.779889,6.000000
none,VSM,171,0.200000,0.666667,0.307692,0.479798,0.500000,0.679538,3.000000
none,VSM,172,0.400000,1.000000,0.571429,0.770833,1.000000,0.881596,4.000000
none,VSM,173,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
none,VSM,174,0.000000,0.000000,0.000000,0.044342,0.071429,0.000000,5.000000
none,VSM,175,0.100000,0.200000,0.133333,0.066367,0.250000,0.173569,5.000000
none,VSM,176,0.100000,0.142857,0.117647,0.059283,0.125000,0.115452,7.000000
none,VSM,177,0.300000,0.600000,0.400000,0.553333,1.000000,0.460605,5.000000
none,VSM,178,0.200000,0.500000,0.285714,0.526515,1.000000,0.925746,4.000000
none,VSM,179,0.200000,0.500000,0.285714,0.169915,0.250000,0.319147,4.000000
none,VSM,180,0.300000,0.428571,0.352941,0.326426,0.500000,0.284015,7.000000
none,VSM,181,0.100000,0.200000,0.133333,0.121567,0.333333,0.086360,5.000000
none,VSM,182,0.200000,1.000000,0.333333,0.416667,0.500000,0.623495,2.000000
none,VSM,183,0.700000,0.538462,0.608696,0.538484,1.000000,0.634144,13.000000
none,VSM,184,0.200000,0.285714,0.235294,0.191681,0.500000,0.217239,7.000000
none,VSM,185,0.600000,0.666667,0.631579,0.721903,1.000000,0.707027,9.000000
none,VSM,186,0.300000,0.187500,0.230769,0.172282,1.000000,0.367921,16.000000
none,VSM,187,0.200000,0.333333,0.250000,0.129564,0.333333,0.257259,6.000000
none,VSM,188,0.400000,0.363636,0.380952,0.326119,1.000000,0.525587,11.000000
none,VSM,189,0.000000,0.000000,0.000000,0.078944,0.083333,0.000000,9.000000
none,VSM,190,0.300000,0.600000,0.400000,0.572059,1.000000,0.557596,5.000000
none,VSM,191,0.400000,0.307692,0.347826,0.365863,0.500000,0.109731,13.000000
none,VSM,192,0.200000,0.500000,0.285714,0.217424,0.333333,0.318341,4.000000
none,VSM,193,0.600000,0.666667,0.631579,0.702554,1.000000,0.475967,9.000000
none,VSM,194,0.200000,0.333333,0.250000,0.170657,0.333333,0.091992,6.000000
none,VSM,195,0.000000,0.000000,0.000000,0.038681,0.028571,0.000000,3.000000
none,VSM,196,0.200000,0.166667,0.181818,0.090448,0.250000,0.160607,12.000000
none,VSM,197,0.200000,0.666667,0.307692,0.743590,1.000000,0.713621,3.000000
none,VSM,198,0.200000,0.500000,0.285714,0.229219,0.250000,0.353067,4.000000
none,VSM,199,0.100000,0.125000,0.111111,0.062543,0.111111,0.051747,8.000000
none,VSM,200,0.100000,0.333333,0.153846,0.141733,0.333333,0.234639,3.000000
none,VSM,201,0.400000,0.250000,0.307692,0.284228,1.000000,0.557546,16.000000
none,VSM,202,0.200000,0.142857,0.166667,0.102460,0.500000,0.042889,14.000000
none,VSM,203,0.400000,0.285714,0.333333,0.177538,0.500000,0.440488,14.000000
none,VSM,204,0.000000,0.000000,0.000000,0.036529,0.071429,0.000000,14.000000
none,VSM,205,0.000000,0.000000,0.000000,0.017231,0.027027,0.000000,2.000000
none,VSM,206,0.200000,0.666667,0.307692,0.195926,0.250000,0.426445,3.000000
none,VSM,207,0.000000,0.000000,0.000000,0.059261,0.062500,0.000000,5.000000
none,VSM,208,0.500000,0.833333,0.625000,0.453704,0.500000,0.652699,6.000000
none,VSM,209,0.300000,0.250000,0.272727,0.118336,0.200000,0.128717,12.000000
none,VSM,210,0.200000,0.333333,0.250000,0.390730,1.000000,0.561789,6.000000
none,VSM,211,0.100000,0.090909,0.095238,0.151175,0.500000,0.037192,11.000000
none,VSM,212,0.500000,0.357143,0.416667,0.395026,0.500000,0.350121,14.000000
none,VSM,213,0.500000,0.454545,0.476190,0.495284,1.000000,0.765752,11.000000
none,VSM,214,0.100000,0.250000,0.142857,0.161687,0.500000,0.246302,4.000000
none,VSM,215,0.000000,0.000000,0.000000,0.014599,0.014493,0.000000,2.000000
none,VSM,216,0.000000,0.000000,0.000000,0.001866,0.001866,0.000000,1.000000
none,VSM,217,0.200000,0.133333,0.160000,0.148228,0.250000,0.277907,15.000000
none,VSM,218,0.000000,0.000000,0.000000,0.106447,0.090909,0.000000,15.000000
none,VSM,219,0.000000,0.000000,0.000000,0.031210,0.012048,0.000000,18.000000
none,VSM,220,0.100000,0.052632,0.068966,0.091824,0.200000,0.019194,19.000000
none,VSM,221,0.200000,0.111111,0.142857,0.088458,0.200000,0.065697,18.000000
none,VSM,222,0.300000,0.333333,0.315789,0.267767,0.500000,0.315183,9.000000
none,VSM,223,0.100000,0.250000,0.142857,0.201573,0.500000,0.246302,4.000000
none,VSM,224,0.000000,0.000000,0.000000,0.119687,0.062500,0.000000,8.000000
none,VSM,225,0.200000,0.083333,0.117647,0.051267,0.200000,0.065697,24.000000
none,BM25,1,0.500000,0.178571,0.263158,0.223606,1.000000,0.356412,28.000000
none,BM25,2,0.400000,0.166667,0.235294,0.177358,1.000000,0.625701,24.000000
none,BM25,3,0.400000,0.500000,0.444444,0.580844,1.000000,0.647940,8.000000
none,BM25,4,0.100000,0.500000,0.166667,0.590909,1.000000,0.613147,2.000000
none,BM25,5,0.100000,0.250000,0.142857,0.159219,0.250000,0.237018,4.000000
none,BM25,6,0.100000,0.250000,0.142857,0.149862,0.500000,0.161987,4.000000
none,BM25,7,0.200000,0.400000,0.266667,0.179287,0.333333,0.220397,5.000000
none,BM25,8,0.100000,0.090909,0.095238,0.155250,1.000000,0.306046,11.000000
none,BM25,9,0.300000,1.000000,0.461538,0.755556,1.000000,0.885460,3.000000
none,BM25,10,0.100000,0.125000,0.111111,0.118758,0.500000,0.102958,8.000000
none,BM25,11,0.100000,0.142857,0.117647,0.170639,0.500000,0.072014,7.000000
none,BM25,12,0.200000,0.400000,0.266667,0.212777,0.333333,0.214579,5.000000
none,BM25,13,0.000000,0.000000,0.000000,0.003007,0.002525,0.000000,4.000000
none,BM25,14,0.200000,1.000000,0.333333,0.750000,1.000000,0.987189,2.000000
none,BM25,15,0.200000,1.000000,0.333333,1.000000,1.000000,0.737826,2.000000
none,BM25,16,0.100000,0.333333,0.153846,0.249249,0.500000,0.182125,3.000000
none,BM25,17,0.100000,0.500000,0.166667,0.076993,0.125000,0.248320,2.000000
none,BM25,18,0.100000,0.333333,0.153846,0.117993,0.250000,0.202107,3.000000
none,BM25,19,0.100000,0.111111,0.105263,0.039246,0.142857,0.049865,9.000000
none,BM25,20,0.400000,0.444444,0.421053,0.400210,0.500000,0.450774,9.000000
none,BM25,21,0.100000,0.250000,0.142857,0.092843,0.166667,0.220712,4.000000
none,BM25,22,0.000000,0.000000,0.000000,0.001724,0.001724,0.000000,1.000000
none,BM25,23,0.100000,0.031250,0.047619,0.122155,1.000000,0.334431,32.000000
none,BM25,24,0.200000,0.666667,0.307692,0.282051,0.500000,0.534971,3.000000
none,BM25,25,0.500000,0.555556,0.526316,0.526659,1.000000,0.468915,9.000000
none,BM25,26,0.200000,0.333333,0.250000,0.316170,1.000000,0.621889,6.000000
none,BM25,27,0.100000,0.333333,0.153846,0.219414,0.500000,0.182125,3.000000
none,BM25,28,0.000000,0.000000,0.000000,0.001631,0.001585,0.000000,2.000000
none,BM25,29,0.400000,0.444444,0.421053,0.420813,1.000000,0.370759,9.000000
none,BM25,30,0.100000,0.142857,0.117647,0.080063,0.166667,0.132835,7.000000
none,BM25,31,0.000000,0.000000,0.000000,0.000863,0.000863,0.000000,1.000000
none,BM25,32,0.100000,0.166667,0.125000,0.063134,0.166667,0.028662,6.000000
none,BM25,33,0.300000,1.000000,0.461538,0.638889,0.500000,0.683286,3.000000
none,BM25,34,0.200000,0.333333,0.250000,0.230957,0.333333,0.121409,6.000000
none,BM25,35,0.000000,0.000000,0.000000,0.016601,0.018519,0.000000,3.000000
none,BM25,36,0.000000,0.000000,0.000000,0.035220,0.066667,0.000000,2.000000
none,BM25,37,0.200000,0.222222,0.210526,0.162093,0.200000,0.181151,9.000000
none,BM25,38,0.000000,0.000000,0.000000,0.060652,0.083333,0.000000,10.000000
none,BM25,39,0.300000,0.230769,0.260870,0.119437,0.250000,0.166774,13.000000
none,BM25,40,0.000000,0.000000,0.000000,0.032564,0.050000,0.000000,12.000000
none,BM25,41,0.300000,1.000000,0.461538,0.866667,1.000000,0.901851,3.000000
none,BM25,42,0.200000,0.400000,0.266667,0.167489,0.200000,0.302693,5.000000
none,BM25,43,0.500000,0.833333,0.625000,0.648709,1.000000,0.881254,6.000000
none,BM25,44,0.000000,0.000000,0.000000,0.002541,0.001531,0.000000,3.000000
none,BM25,45,0.200000,0.166667,0.181818,0.171906,1.000000,0.390346,12.000000
none,BM25,46,0.400000,0.266667,0.320000,0.325103,1.000000,0.547049,15.000000
none,BM25,47,0.500000,0.357143,0.416667,0.357086,0.333333,0.435585,14.000000
none,BM25,48,0.200000,0.181818,0.190476,0.174880,0.500000,0.223904,11.000000
none,BM25,49,0.100000,0.500000,0.166667,0.121795,0.166667,0.294311,2.000000
none,BM25,50,0.100000,0.166667,0.125000,0.029698,0.100000,0.154577,6.000000
none,BM25,51,0.300000,0.300000,0.300000,0.451933,1.000000,0.246107,10.000000
none,BM25,52,0.200000,0.500000,0.285714,0.321581,0.333333,0.424491,4.000000
none,BM25,53,0.200000,0.200000,0.200000,0.250996,1.000000,0.165150,10.000000
none,BM25,54,0.100000,0.111111,0.105263,0.145604,0.500000,0.284377,9.000000
none,BM25,55,0.300000,0.300000,0.300000,0.201727,0.333333,0.186444,10.000000
none,BM25,56,0.200000,0.200000,0.200000,0.190481,0.500000,0.150168,10.000000
none,BM25,57,0.100000,0.071429,0.083333,0.075572,0.142857,0.170730,14.000000
none,BM25,58,0.300000,0.333333,0.315789,0.123875,0.200000,0.295671,9.000000
none,BM25,59,0.100000,0.250000,0.142857,0.090554,0.142857,0.085581,4.000000
none,BM25,60,0.200000,0.400000,0.266667,0.357468,1.000000,0.306028,5.000000
none,BM25,61,0.200000,0.400000,0.266667,0.270648,0.500000,0.405368,5.000000
none,BM25,62,0.000000,0.000000,0.000000,0.026913,0.066667,0.000000,5.000000
none,BM25,63,0.000000,0.000000,0.000000,0.004823,0.004405,0.000000,3.000000
none,BM25,64,0.000000,0.000000,0.000000,0.038340,0.058824,0.000000,2.000000
none,BM25,65,0.500000,0.333333,0.400000,0.247957,0.500000,0.405892,15.000000
none,BM25,66,0.100000,0.200000,0.133333,0.103580,0.250000,0.196156,5.000000
none,BM25,67,0.600000,0.428571,0.500000,0.495254,1.000000,0.698041,14.000000
none,BM25,68,0.100000,0.200000,0.133333,0.136165,0.500000,0.343821,5.000000
none,BM25,69,0.000000,0.000000,0.000000,0.048864,0.062500,0.000000,5.000000
none,BM25,70,0.100000,0.100000,0.100000,0.094846,0.166667,0.079666,10.000000
none,BM25,71,0.100000,0.125000,0.111111,0.056256,0.166667,0.138698,8.000000
none,BM25,72,0.100000,0.058824,0.074074,0.029891,0.142857,0.111248,17.000000
none,BM25,73,0.500000,0.250000,0.333333,0.333082,1.000000,0.578468,20.000000
none,BM25,74,0.100000,0.166667,0.125000,0.069242,0.142857,0.165599,6.000000
none,BM25,75,0.100000,0.200000,0.133333,0.054047,0.166667,0.083191,5.000000
none,BM25,76,0.200000,0.285714,0.235294,0.225988,0.500000,0.339294,7.000000
none,BM25,77,0.400000,0.666667,0.500000,0.449745,1.000000,0.382643,6.000000
none,BM25,78,0.300000,1.000000,0.461538,0.722222,1.000000,0.728257,3.000000
none,BM25,79,0.100000,0.200000,0.133333,0.054901,0.200000,0.186876,5.000000
none,BM25,80,0.000000,0.000000,0.000000,0.007664,0.006579,0.000000,4.000000
none,BM25,81,0.200000,1.000000,0.333333,0.333333,0.333333,0.373817,2.000000
none,BM25,82,0.300000,0.600000,0.400000,0.410878,1.000000,0.691346,5.000000
none,BM25,83,0.100000,0.250000,0.142857,0.072112,0.166667,0.139056,4.000000
none,BM25,84,0.400000,0.363636,0.380952,0.373793,1.000000,0.300082,11.000000
none,BM25,85,0.100000,0.250000,0.142857,0.040126,0.111111,0.040664,4.000000
none,BM25,86,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
none,BM25,87,0.000000,0.000000,0.000000,0.009521,0.004255,0.000000,8.000000
none,BM25,88,0.600000,1.000000,0.750000,0.649603,0.500000,0.659825,6.000000
none,BM25,89,0.200000,0.333333,0.250000,0.260308,0.333333,0.340096,6.000000
none,BM25,90,0.300000,0.230769,0.260870,0.232390,0.500000,0.165280,13.000000
none,BM25,91,0.300000,0.333333,0.315789,0.363367,1.000000,0.506169,9.000000
none,BM25,92,0.600000,0.461538,0.521739,0.455065,0.500000,0.229390,13.000000
none,BM25,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
none,BM25,94,0.600000,0.500000,0.545455,0.578056,1.000000,0.312512,12.000000
none,BM25,95,0.200000,1.000000,0.333333,0.500000,0.500000,0.453657,2.000000
none,BM25,96,0.500000,0.384615,0.434783,0.409748,0.500000,0.338425,13.000000
none,BM25,97,0.200000,0.200000,0.200000,0.075206,0.333333,0.151365,10.000000
none,BM25,98,0.100000,0.200000,0.133333,0.029290,0.111111,0.033640,5.000000
none,BM25,99,0.100000,0.250000,0.142857,0.060604,0.100000,0.142411,4.000000
